episode,return,length,timesteps
3009,-0.019834186881780624,54,567755
3010,0.0283203125,115,567870
3011,-0.045701947063207626,97,567967
3012,0.0845138356089592,171,568138
3013,-0.004858050495386124,77,568215
3014,0.05506250262260437,115,568330
3015,-0.016718311235308647,57,568387
3016,-0.046744924038648605,142,568529
3017,0.0017002224922180176,65,568594
3018,-0.0016355887055397034,135,568729
3019,-0.04850670322775841,183,568912
3020,0.025712035596370697,97,569009
3021,-0.04261753708124161,60,569069
3022,0.00490940734744072,71,569140
3023,0.004715371876955032,79,569219
3024,-0.007550753653049469,63,569282
3025,-0.04627712815999985,73,569355
3026,-0.023164449259638786,91,569446
3027,-0.02241189032793045,50,569496
3028,0.002586640417575836,71,569567
3029,-0.03833753615617752,77,569644
3030,-0.04683051258325577,136,569780
3031,-0.013536877930164337,49,569829
3032,-0.03494226559996605,95,569924
3033,0.0035483241081237793,65,569989
3034,-0.04554075002670288,72,570061
3035,-0.004044096916913986,74,570135
3036,-0.04063362628221512,120,570255
3037,0.07657822966575623,114,570369
3038,-0.023420047014951706,113,570482
3039,0.029172848910093307,98,570580
3040,0.0003291480243206024,76,570656
3041,-0.04632565751671791,101,570757
3042,-0.020100675523281097,51,570808
3043,-4.563220500946045,382,571190
3044,0.1737770289182663,316,571506
3045,-0.022307956591248512,72,571578
3046,-7.909179210662842,448,572026
3047,-0.04646485298871994,152,572178
3048,-0.02818434126675129,122,572300
3049,0.027878031134605408,104,572404
3050,0.17030969262123108,232,572636
3051,-3.158705949783325,363,572999
3052,0.06933741271495819,137,573136
3053,-0.04563622921705246,80,573216
3054,0.2267654985189438,298,573514
3055,0.0385252982378006,106,573620
3056,0.021513700485229492,97,573717
3057,0.02106981724500656,92,573809
3058,-0.045782413333654404,99,573908
3059,-0.04697015881538391,117,574025
3060,0.06429104506969452,103,574128
3061,0.04714638739824295,110,574238
3062,0.058121006935834885,117,574355
3063,-0.022689195349812508,53,574408
3064,-0.04587354138493538,95,574503
3065,-0.049928199499845505,332,574835
3066,-11.856415748596191,774,575609
3067,-0.008693967014551163,68,575677
3068,-0.04572826623916626,184,575861
3069,-12.16126537322998,608,576469
3070,-19.5179443359375,1132,577601
3071,-0.045982252806425095,86,577687
3072,0.020201120525598526,90,577777
3073,0.005624562501907349,67,577844
3074,-0.0065860748291015625,72,577916
3075,0.0003799460828304291,63,577979
3076,-0.033880192786455154,118,578097
3077,-0.04593682289123535,82,578179
3078,-15.784276962280273,933,579112
3079,-0.045455873012542725,54,579166
3080,-0.04585910215973854,137,579303
3081,0.033199161291122437,96,579399
3082,-11.018174171447754,651,580050
3083,0.01915688067674637,124,580174
3084,-0.025968708097934723,95,580269
3085,-0.018315771594643593,79,580348
3086,-15.000224113464355,801,581149
3087,0.040752798318862915,93,581242
3088,0.04296139255166054,104,581346
3089,-0.02771681919693947,49,581395
3090,-16.173402786254883,871,582266
3091,0.04893568530678749,118,582384
3092,-0.00032216310501098633,72,582456
3093,-13.37478256225586,783,583239
3094,-0.012999512255191803,96,583335
3095,-0.03857208043336868,90,583425
3096,-0.04573287442326546,84,583509
3097,0.06492726504802704,116,583625
3098,0.04082738235592842,110,583735
3099,0.07479563355445862,122,583857
3100,0.09616317600011826,129,583986
3101,-0.004494421184062958,109,584095
3102,-0.043484676629304886,92,584187
3103,-0.24708397686481476,434,584621
3104,-0.04567991942167282,99,584720
3105,-17.460628509521484,1045,585765
3106,-11.32176685333252,847,586612
3107,0.011955264955759048,310,586922
3108,-0.036386407911777496,71,586993
3109,-7.061924457550049,431,587424
3110,0.13544362783432007,131,587555
3111,-0.02175402082502842,53,587608
3112,0.0259304940700531,87,587695
3113,-0.041988126933574677,100,587795
3114,-0.04776405170559883,162,587957
3115,-8.126526832580566,655,588612
3116,-0.025088239461183548,217,588829
3117,0.05646957457065582,132,588961
3118,0.07149091362953186,107,589068
3119,-17.866344451904297,914,589982
3120,0.02702300250530243,115,590097
3121,-0.013394651934504509,54,590151
3122,-16.775482177734375,897,591048
3123,-0.022308317944407463,58,591106
3124,-0.03369171544909477,65,591171
3125,-0.0185967069119215,95,591266
3126,-0.045325953513383865,50,591316
3127,-0.03800666332244873,92,591408
3128,-0.046225883066654205,144,591552
3129,-14.268638610839844,758,592310
3130,-18.82526969909668,920,593230
3131,-0.04533250257372856,50,593280
3132,-0.012307099997997284,82,593362
3133,-0.022084975615143776,65,593427
3134,-0.026675190776586533,63,593490
3135,-0.045519422739744186,73,593563
3136,-15.45706558227539,985,594548
3137,-8.647154808044434,613,595161
3138,-0.045852284878492355,99,595260
3139,0.035145364701747894,113,595373
3140,-0.045414846390485764,58,595431
3141,-0.04644092544913292,94,595525
3142,-5.121316909790039,558,596083
3143,-0.0457465685904026,107,596190
3144,-0.02254491299390793,48,596238
3145,-2.106022596359253,472,596710
3146,0.01083175465464592,81,596791
3147,-11.278688430786133,620,597411
3148,0.010853126645088196,106,597517
3149,-10.947479248046875,632,598149
3150,-0.019224409013986588,54,598203
3151,-3.2495245933532715,508,598711
3152,-0.019896958023309708,93,598804
3153,-0.045704592019319534,71,598875
3154,0.04936162009835243,104,598979
3155,0.008995980024337769,97,599076
3156,-0.04696512594819069,126,599202
3157,-0.013077311217784882,78,599280
3158,-0.038839370012283325,102,599382
3159,0.007890257984399796,88,599470
3160,-17.514328002929688,971,600441
3161,-11.32955265045166,664,601105
3162,0.09514451771974564,122,601227
3163,0.015620220452547073,91,601318
3164,-14.960208892822266,826,602144
3165,-17.800477981567383,898,603042
3166,0.03256892412900925,103,603145
3167,-0.045252032577991486,55,603200
3168,-0.04589052498340607,134,603334
3169,-10.33929443359375,621,603955
3170,-19.147851943969727,1106,605061
3171,-28.789011001586914,1328,606389
3172,-16.839542388916016,847,607236
3173,-7.870483875274658,651,607887
3174,0.08543673157691956,139,608026
3175,-8.77132797241211,507,608533
3176,-0.007570415735244751,110,608643
3177,-0.04653158411383629,140,608783
3178,-0.0022312626242637634,111,608894
3179,-15.310608863830566,908,609802
3180,0.046128664165735245,120,609922
3181,-0.045312702655792236,76,609998
3182,0.034877341240644455,97,610095
3183,0.00929567962884903,72,610167
3184,-0.01855013705790043,70,610237
3185,-15.532255172729492,925,611162
3186,-0.043292224407196045,130,611292
3187,-0.00022920966148376465,65,611357
3188,-0.04537054896354675,78,611435
3189,-17.987747192382812,1019,612454
3190,-15.539668083190918,778,613232
3191,0.05948466435074806,114,613346
3192,0.05325021594762802,107,613453
3193,-0.003910887986421585,77,613530
3194,0.03699479252099991,186,613716
3195,0.005282476544380188,89,613805
3196,0.05792301148176193,122,613927
3197,-0.04589083418250084,100,614027
3198,-10.274630546569824,592,614619
3199,-0.013276748359203339,78,614697
3200,-0.04519015550613403,53,614750
3201,-0.04756342992186546,164,614914
3202,0.03861717879772186,133,615047
3203,0.015146896243095398,99,615146
3204,-0.013302067294716835,139,615285
3205,0.020527441054582596,155,615440
3206,0.03383451700210571,91,615531
3207,-0.020329754799604416,67,615598
3208,-0.04543594270944595,65,615663
3209,0.00878620520234108,216,615879
3210,-0.006545260548591614,111,615990
3211,-0.0455438569188118,95,616085
3212,-12.75429630279541,727,616812
3213,0.025943782180547714,143,616955
3214,-0.03948625922203064,84,617039
3215,0.04554640129208565,106,617145
3216,-11.663468360900879,673,617818
3217,-13.787517547607422,837,618655
3218,-0.046007104218006134,131,618786
3219,0.018614493310451508,97,618883
3220,0.06367715448141098,151,619034
3221,0.027850832790136337,114,619148
3222,-0.04633327201008797,150,619298
3223,-0.03435918688774109,119,619417
3224,-0.04509506747126579,47,619464
3225,-24.34027862548828,1154,620618
3226,-11.128721237182617,604,621222
3227,-26.70583152770996,1256,622478
3228,0.05299440771341324,127,622605
3229,0.013382486999034882,86,622691
3230,4.748255014419556e-05,86,622777
3231,-0.008360255509614944,50,622827
3232,-10.155538558959961,572,623399
3233,0.004275310784578323,66,623465
3234,0.04408900439739227,120,623585
3235,-0.04635317251086235,145,623730
3236,-1.3288419246673584,362,624092
3237,0.0670258104801178,139,624231
3238,-0.007371455430984497,56,624287
3239,0.021924268454313278,92,624379
3240,0.07348580658435822,123,624502
3241,-10.11010456085205,655,625157
3242,0.003139510750770569,65,625222
3243,-0.022596655413508415,136,625358
3244,-8.200206756591797,468,625826
3245,0.028167132288217545,90,625916
3246,-14.43153190612793,699,626615
3247,0.00012734904885292053,75,626690
3248,-8.111283302307129,525,627215
3249,-10.841338157653809,734,627949
3250,0.06034187227487564,123,628072
3251,-7.505950450897217,619,628691
3252,-0.04593149572610855,74,628765
3253,0.04207083210349083,133,628898
3254,0.05902557447552681,125,629023
3255,0.012228056788444519,102,629125
3256,-0.046090301126241684,95,629220
3257,-0.01188553124666214,114,629334
3258,0.05893560126423836,118,629452
3259,-3.0766453742980957,437,629889
3260,-0.04544084519147873,68,629957
3261,0.014802150428295135,138,630095
3262,-8.627821922302246,519,630614
3263,-0.04542895033955574,110,630724
3264,0.003537748008966446,76,630800
3265,-10.774810791015625,579,631379
3266,-7.926540374755859,446,631825
3267,-15.979202270507812,786,632611
3268,-0.04561399668455124,74,632685
3269,-0.04222936928272247,62,632747
3270,0.015634935349225998,89,632836
3271,-3.099229335784912,487,633323
3272,-0.006012171506881714,66,633389
3273,-0.00426362082362175,79,633468
3274,-0.04655967280268669,111,633579
3275,0.09621554613113403,323,633902
3276,-0.045340485870838165,79,633981
3277,-17.651594161987305,896,634877
3278,-6.4239325523376465,527,635404
3279,-10.432806015014648,553,635957
3280,-0.014809578657150269,54,636011
3281,-0.04527910798788071,57,636068
3282,0.005861513316631317,70,636138
3283,-7.166255950927734,533,636671
3284,-0.04495604708790779,44,636715
3285,-0.0452200248837471,70,636785
3286,-0.034325435757637024,146,636931
3287,-0.04511234164237976,54,636985
3288,-16.858139038085938,896,637881
3289,0.012029632925987244,79,637960
3290,0.0290340855717659,111,638071
3291,-0.02385883778333664,69,638140
3292,-15.54130744934082,797,638937
3293,-0.04583479091525078,88,639025
3294,-0.04547318071126938,59,639084
3295,-0.00011740624904632568,60,639144
3296,-0.04539703205227852,69,639213
3297,-8.164151191711426,462,639675
3298,0.07711268961429596,131,639806
3299,-0.045178309082984924,52,639858
3300,-0.04588897153735161,91,639949
3301,0.009449318051338196,73,640022
3302,-0.045225877314805984,57,640079
3303,-0.04530574008822441,59,640138
3304,-0.046418752521276474,87,640225
3305,-0.004405885934829712,57,640282
3306,-0.0011176913976669312,99,640381
3307,-0.0457516573369503,99,640480
3308,-0.012374412268400192,53,640533
3309,-0.04537943750619888,68,640601
3310,0.01135377585887909,74,640675
3311,-0.04532298445701599,62,640737
3312,-0.005312979221343994,62,640799
3313,-3.5211944580078125,493,641292
3314,0.004623793065547943,85,641377
3315,-0.01879436895251274,103,641480
3316,-0.010544605553150177,126,641606
3317,-10.325231552124023,680,642286
3318,-20.3104248046875,1073,643359
3319,-6.528565883636475,596,643955
3320,0.015372082591056824,83,644038
3321,0.022850804030895233,92,644130
3322,0.009554654359817505,79,644209
3323,0.014912422746419907,97,644306
3324,-0.04548095166683197,88,644394
3325,-0.04597647115588188,96,644490
3326,-0.046235986053943634,95,644585
3327,-8.110112190246582,480,645065
3328,-0.045258186757564545,65,645130
3329,-0.0460459403693676,86,645216
3330,-0.0451420396566391,46,645262
3331,-0.04629874974489212,113,645375
3332,-0.04603751748800278,75,645450
3333,-0.014525683596730232,61,645511
3334,0.01513998955488205,93,645604
3335,-0.046336639672517776,155,645759
3336,-21.169578552246094,993,646752
3337,0.03921133279800415,113,646865
3338,0.04515290632843971,125,646990
3339,0.015440072864294052,84,647074
3340,0.006502948701381683,69,647143
3341,-0.04612927883863449,105,647248
3342,0.005626741796731949,66,647314
3343,-0.0030003972351551056,67,647381
3344,0.01990000158548355,94,647475
3345,-0.025914236903190613,169,647644
3346,-13.42262077331543,680,648324
3347,0.0898451879620552,127,648451
3348,-0.0344427153468132,73,648524
3349,0.07752080261707306,124,648648
3350,-0.045326169580221176,69,648717
3351,0.013160176575183868,89,648806
3352,0.23989370465278625,271,649077
3353,-0.04588307812809944,111,649188
3354,-0.009260270744562149,59,649247
3355,-0.012118477374315262,81,649328
3356,-0.04606238752603531,82,649410
3357,0.021125853061676025,89,649499
3358,0.01563258469104767,85,649584
3359,-0.046077605336904526,107,649691
3360,0.010690223425626755,75,649766
3361,-0.046050988137722015,142,649908
3362,-13.119418144226074,697,650605
3363,-0.016546588391065598,79,650684
3364,-0.0028338246047496796,79,650763
3365,0.06511522829532623,145,650908
3366,-0.045559387654066086,116,651024
3367,0.035753555595874786,107,651131
3368,0.021536212414503098,117,651248
3369,-0.008940670639276505,83,651331
3370,0.0017829053103923798,126,651457
3371,-0.04527958109974861,123,651580
3372,-0.04518371447920799,93,651673
3373,-0.032244570553302765,115,651788
3374,-0.045022740960121155,79,651867
3375,0.08559936285018921,119,651986
3376,-0.0152779221534729,63,652049
3377,-0.04538879171013832,108,652157
3378,-0.04531845450401306,65,652222
3379,0.009692549705505371,88,652310
3380,-0.038086678832769394,72,652382
3381,-0.04551946371793747,91,652473
3382,-0.006135493516921997,95,652568
3383,0.06111733242869377,112,652680
3384,0.025982581079006195,112,652792
3385,0.03410882502794266,89,652881
3386,-0.010389074683189392,67,652948
3387,-0.04614324867725372,169,653117
3388,0.11051751673221588,299,653416
3389,-0.046801432967185974,155,653571
3390,-0.04728662222623825,204,653775
3391,-0.04553833603858948,85,653860
3392,-0.04490992799401283,67,653927
3393,0.02868553251028061,111,654038
3394,-0.0457560159265995,174,654212
3395,-0.018281808122992516,81,654293
3396,0.002119746059179306,69,654362
3397,-0.04594289883971214,134,654496
3398,0.038147229701280594,88,654584
3399,-0.04667007923126221,128,654712
3400,-0.012356694787740707,59,654771
3401,0.04378814250230789,98,654869
3402,-0.04603498801589012,91,654960
3403,-0.011206816881895065,52,655012
3404,0.1049676164984703,335,655347
3405,-0.04892707243561745,254,655601
3406,0.0005043894052505493,70,655671
3407,-0.004491984844207764,126,655797
3408,-0.0454820841550827,74,655871
3409,-17.196720123291016,943,656814
3410,0.04455814138054848,99,656913
3411,0.03448566049337387,123,657036
3412,-0.04607026278972626,96,657132
3413,0.02940075844526291,159,657291
3414,-0.04854006692767143,312,657603
3415,0.000523056834936142,99,657702
3416,-3.015953779220581,354,658056
3417,-0.044647492468357086,78,658134
3418,-0.011009730398654938,108,658242
3419,-0.045913927257061005,84,658326
3420,-0.04560762271285057,72,658398
3421,-20.68167495727539,1147,659545
3422,-0.018924495205283165,297,659842
3423,-0.013514410704374313,111,659953
3424,-0.02989458292722702,145,660098
3425,0.017043381929397583,79,660177
3426,-0.29653388261795044,387,660564
3427,-0.045698922127485275,78,660642
3428,-0.026020698249340057,104,660746
3429,0.03844219073653221,122,660868
3430,-0.046289607882499695,112,660980
3431,-2.9901645183563232,350,661330
3432,-15.66739273071289,831,662161
3433,-0.04527449235320091,82,662243
3434,0.24529090523719788,290,662533
3435,0.029038816690444946,95,662628
3436,-0.0459938645362854,163,662791
3437,-0.6116982102394104,373,663164
3438,-0.02240196242928505,60,663224
3439,0.010679639875888824,93,663317
3440,0.019299857318401337,77,663394
3441,-0.0007693842053413391,94,663488
3442,-0.04602018743753433,88,663576
3443,-0.010473258793354034,75,663651
3444,0.01361747458577156,78,663729
3445,-0.04515711963176727,87,663816
3446,-0.04627155512571335,102,663918
3447,0.06286044418811798,132,664050
3448,-5.797869682312012,517,664567
3449,0.004652783274650574,65,664632
3450,-0.045873723924160004,127,664759
3451,-0.026532653719186783,92,664851
3452,-0.01745389588177204,108,664959
3453,-0.04526812955737114,90,665049
3454,0.07484085857868195,120,665169
3455,-0.02771034464240074,112,665281
3456,0.012299507856369019,78,665359
3457,-0.0457720048725605,77,665436
3458,0.2573554515838623,282,665718
3459,-0.046788040548563004,130,665848
3460,-0.04547122120857239,75,665923
3461,-0.045944519340991974,150,666073
3462,-0.04565957561135292,82,666155
3463,0.064310222864151,129,666284
3464,-0.006511114537715912,70,666354
3465,0.01799258217215538,99,666453
3466,-0.04698554798960686,133,666586
3467,-0.03688427433371544,98,666684
3468,0.02571922168135643,83,666767
3469,-8.760336875915527,583,667350
3470,0.01800958812236786,108,667458
3471,-3.9693520069122314,405,667863
3472,0.1055743545293808,137,668000
3473,-4.571514129638672,427,668427
3474,0.0044025033712387085,69,668496
3475,-1.0633924007415771,414,668910
3476,-0.014610834419727325,58,668968
3477,-0.0038197264075279236,109,669077
3478,0.029345348477363586,99,669176
3479,-14.020227432250977,703,669879
3480,-0.00014080479741096497,130,670009
3481,-11.288305282592773,686,670695
3482,-0.007795453071594238,74,670769
3483,0.01824411377310753,91,670860
3484,-0.007869400084018707,65,670925
3485,-0.003731999546289444,88,671013
3486,-0.01869051530957222,68,671081
3487,-13.796432495117188,775,671856
3488,-0.045326776802539825,72,671928
3489,-0.0457538366317749,91,672019
3490,-10.514433860778809,612,672631
3491,-0.006713982671499252,61,672692
3492,-0.04525487497448921,75,672767
3493,-0.038009271025657654,78,672845
3494,-12.261306762695312,668,673513
3495,-4.3361053466796875,436,673949
3496,-0.04636792466044426,128,674077
3497,-12.335579872131348,694,674771
3498,-4.854031085968018,423,675194
3499,-27.23637580871582,1264,676458
3500,-0.04652149975299835,141,676599
3501,-0.045984119176864624,101,676700
3502,-0.0003537870943546295,229,676929
3503,-0.028691213577985764,128,677057
3504,-0.047124482691287994,146,677203
3505,-0.7026391625404358,306,677509
3506,0.016848977655172348,93,677602
3507,-0.011465776711702347,72,677674
3508,-8.249444007873535,551,678225
3509,-14.259227752685547,751,678976
3510,0.007486797869205475,73,679049
3511,-0.042494289577007294,59,679108
3512,-16.586624145507812,806,679914
3513,0.004559502005577087,103,680017
3514,-0.005206651985645294,63,680080
3515,-12.923605918884277,709,680789
3516,0.14682480692863464,319,681108
3517,-0.04527280852198601,74,681182
3518,-0.04529433697462082,82,681264
3519,0.01888611540198326,99,681363
3520,0.14650216698646545,226,681589
3521,-0.045365218073129654,75,681664
3522,-10.809517860412598,675,682339
3523,0.018208414316177368,89,682428
3524,-0.046117011457681656,85,682513
3525,7.45728611946106e-05,141,682654
3526,-0.00862458348274231,68,682722
3527,0.011233378201723099,75,682797
3528,-0.02577030099928379,69,682866
3529,0.0019355043768882751,74,682940
3530,-0.045233145356178284,83,683023
3531,-0.045432593673467636,58,683081
3532,-0.023375481367111206,91,683172
3533,0.07397989183664322,124,683296
3534,-0.04530029743909836,49,683345
3535,-0.04566468298435211,64,683409
3536,-0.03290463611483574,124,683533
3537,-0.046174950897693634,142,683675
3538,-0.03191624581813812,107,683782
3539,-0.04528678208589554,75,683857
3540,0.07506802678108215,121,683978
3541,-7.8874688148498535,518,684496
3542,-0.019032783806324005,72,684568
3543,-0.031100785359740257,75,684643
3544,-18.42852783203125,911,685554
3545,-0.04590962454676628,94,685648
3546,-0.04545018821954727,75,685723
3547,-8.477023124694824,545,686268
3548,0.047188375145196915,110,686378
3549,0.061795853078365326,118,686496
3550,-0.04540194571018219,60,686556
3551,-34.61757278442383,1656,688212
3552,0.03710354492068291,89,688301
3553,0.024097412824630737,83,688384
3554,-13.611252784729004,723,689107
3555,-0.046871401369571686,424,689531
3556,-0.047163862735033035,200,689731
3557,-0.04502693936228752,43,689774
3558,-0.04594883695244789,141,689915
3559,-0.04414936155080795,84,689999
3560,-0.0454610176384449,61,690060
3561,-0.04549501836299896,67,690127
3562,-10.568371772766113,570,690697
3563,-8.648880958557129,649,691346
3564,-0.004099633544683456,68,691414
3565,-0.05010479316115379,289,691703
3566,0.018603555858135223,88,691791
3567,-0.048243675380945206,312,692103
3568,0.003728024661540985,97,692200
3569,0.02681884914636612,85,692285
3570,-0.022570321336388588,53,692338
3571,-0.026177173480391502,98,692436
3572,-9.011743545532227,576,693012
3573,0.00098486989736557,79,693091
3574,-1.9053441286087036,362,693453
3575,-10.876299858093262,644,694097
3576,0.00539364293217659,134,694231
3577,-0.045298054814338684,62,694293
3578,-7.628485679626465,531,694824
3579,-7.5364155769348145,532,695356
3580,0.021636277437210083,91,695447
3581,-0.04694950953125954,127,695574
3582,-0.0472194105386734,225,695799
3583,0.08904293924570084,132,695931
3584,-0.04523635283112526,72,696003
3585,-0.046161387115716934,104,696107
3586,-0.04045727103948593,86,696193
3587,-0.04084880277514458,56,696249
3588,-0.025743920356035233,76,696325
3589,-14.694812774658203,856,697181
3590,-0.03019588813185692,116,697297
3591,-0.04620091989636421,97,697394
3592,-0.007162559777498245,61,697455
3593,-15.934192657470703,891,698346
3594,-0.016538074240088463,64,698410
3595,-0.021002447232604027,55,698465
3596,0.05249696969985962,101,698566
3597,-13.789864540100098,749,699315
3598,0.0179164856672287,82,699397
3599,0.09174999594688416,197,699594
3600,0.10932523012161255,203,699797
3601,-0.04545057564973831,78,699875
3602,-0.04678843542933464,143,700018
3603,0.10925392806529999,139,700157
3604,-0.04237174987792969,124,700281
3605,-0.006787236779928207,123,700404
3606,0.05061830207705498,124,700528
3607,0.033001601696014404,97,700625
3608,-0.0061847977340221405,80,700705
3609,-6.6966047286987305,481,701186
3610,-12.365540504455566,710,701896
3611,-0.04305216297507286,94,701990
3612,-0.04538474604487419,99,702089
3613,-0.008191537111997604,79,702168
3614,0.08099955320358276,138,702306
3615,-0.045205008238554,94,702400
3616,-0.004068043082952499,89,702489
3617,0.03931570425629616,98,702587
3618,-8.698371887207031,572,703159
3619,0.04190663620829582,113,703272
3620,-13.652621269226074,733,704005
3621,0.018331654369831085,165,704170
3622,-16.466428756713867,841,705011
3623,-10.212318420410156,630,705641
3624,-0.04519422724843025,54,705695
3625,-14.258255004882812,762,706457
3626,0.028658699244260788,101,706558
3627,-0.01489417627453804,208,706766
3628,-9.439311027526855,638,707404
3629,-0.00407617911696434,145,707549
3630,-0.0009532682597637177,110,707659
3631,0.06641325354576111,128,707787
3632,-0.013358091935515404,121,707908
3633,0.010013747960329056,87,707995
3634,-12.302725791931152,750,708745
3635,0.06456546485424042,150,708895
3636,-15.075746536254883,800,709695
3637,-2.808077335357666,349,710044
3638,-0.00011476501822471619,72,710116
3639,-0.04536397382616997,114,710230
3640,-0.045178450644016266,77,710307
3641,-0.04523228481411934,61,710368
3642,-0.016228746622800827,54,710422
3643,0.09799358248710632,129,710551
3644,-0.04588441923260689,84,710635
3645,0.02422945573925972,144,710779
3646,0.0365261435508728,101,710880
3647,-11.827078819274902,634,711514
3648,-14.466352462768555,832,712346
3649,-4.680900573730469,453,712799
3650,-0.045648157596588135,140,712939
3651,-0.04433847963809967,320,713259
3652,-9.69692325592041,666,713925
3653,0.025179512798786163,100,714025
3654,-10.047383308410645,645,714670
3655,0.022486459463834763,88,714758
3656,-11.476593971252441,715,715473
3657,-12.03121566772461,681,716154
3658,-12.850467681884766,685,716839
3659,-3.21323561668396,395,717234
3660,-13.169734001159668,720,717954
3661,-11.139496803283691,627,718581
3662,0.052222900092601776,119,718700
3663,0.10201072692871094,135,718835
3664,-0.01203097403049469,122,718957
3665,-5.236884117126465,513,719470
3666,0.06670182943344116,120,719590
3667,-9.518488883972168,619,720209
3668,0.0368686243891716,115,720324
3669,-0.026523049920797348,66,720390
3670,-0.02285461127758026,68,720458
3671,0.05732588469982147,116,720574
3672,0.025365736335515976,102,720676
3673,-0.04653307422995567,110,720786
3674,-0.04596533626317978,143,720929
3675,-0.008874870836734772,88,721017
3676,-0.04606439918279648,111,721128
3677,0.03687435761094093,108,721236
3678,0.024751771241426468,111,721347
3679,-0.04533892497420311,72,721419
3680,-0.04635682702064514,105,721524
3681,-9.966398239135742,625,722149
3682,-9.931427955627441,609,722758
3683,-0.0462222583591938,227,722985
3684,-10.186777114868164,652,723637
3685,0.014914896339178085,80,723717
3686,-0.03014788217842579,105,723822
3687,-0.028875671327114105,81,723903
3688,0.054502155631780624,118,724021
3689,0.04665351286530495,115,724136
3690,-0.04603610560297966,81,724217
3691,-0.03573210909962654,131,724348
3692,-0.04639406502246857,109,724457
3693,0.03353799507021904,113,724570
3694,0.03332695737481117,115,724685
3695,0.04484734684228897,117,724802
3696,0.01921595260500908,92,724894
3697,0.02685573697090149,94,724988
3698,0.024150025099515915,92,725080
3699,0.028796248137950897,105,725185
3700,-0.04722605273127556,185,725370
3701,-0.046515535563230515,187,725557
3702,-11.058572769165039,622,726179
3703,0.030115555971860886,101,726280
3704,0.04500965774059296,115,726395
3705,-9.85423469543457,627,727022
3706,-10.91759204864502,622,727644
3707,-0.026405006647109985,70,727714
3708,-0.046064071357250214,101,727815
3709,-0.04601067304611206,180,727995
3710,0.008955880999565125,98,728093
3711,-6.177343845367432,481,728574
3712,-0.02078409492969513,137,728711
3713,0.0016178563237190247,78,728789
3714,-0.04556627199053764,88,728877
3715,-8.352508544921875,616,729493
3716,0.0008636713027954102,70,729563
3717,-6.600374698638916,497,730060
3718,-12.252738952636719,701,730761
3719,-7.46077299118042,612,731373
3720,-0.0016336441040039062,115,731488
3721,-0.04582793265581131,132,731620
3722,-0.014272443950176239,108,731728
3723,-0.0016919635236263275,84,731812
3724,0.023236237466335297,87,731899
3725,-0.04581434652209282,97,731996
3726,-0.019153092056512833,66,732062
3727,0.054439298808574677,122,732184
3728,-0.04740331694483757,176,732360
3729,-0.016769468784332275,78,732438
3730,0.0205804705619812,82,732520
3731,0.10352232307195663,127,732647
3732,-0.04422586411237717,115,732762
3733,0.10895311832427979,137,732899
3734,-0.03659817576408386,111,733010
3735,-11.066300392150879,669,733679
3736,-11.167136192321777,613,734292
3737,-0.045827969908714294,123,734415
3738,0.01925499364733696,89,734504
3739,0.047183066606521606,116,734620
3740,-0.04631044343113899,119,734739
3741,-10.439197540283203,598,735337
3742,-0.04591242969036102,145,735482
3743,0.1016286164522171,123,735605
3744,0.08103148639202118,130,735735
3745,-22.84734344482422,1078,736813
3746,-10.07179069519043,605,737418
3747,-0.04575608670711517,168,737586
3748,-0.0454663448035717,98,737684
3749,-0.04490600526332855,126,737810
3750,0.06700093299150467,116,737926
3751,-0.04337505251169205,61,737987
3752,-10.280787467956543,628,738615
3753,0.028522387146949768,118,738733
3754,-0.012304987758398056,57,738790
3755,-0.024037165567278862,141,738931
