episode,return,length,timesteps
0,120.0112075805664,1217,1217
1,32.68733596801758,1199,2416
2,34.3183479309082,1383,3799
3,28.014562606811523,1026,4825
4,24.523099899291992,886,5711
5,21.55820655822754,757,6468
6,58.00395965576172,1950,8418
7,36.42630386352539,1057,9475
8,42.032413482666016,1223,10698
9,26.90363121032715,796,11494
10,45.18185043334961,1243,12737
11,42.07510757446289,1122,13859
12,40.65706253051758,1125,14984
13,43.83869934082031,1132,16116
14,43.03676223754883,1286,17402
15,31.483930587768555,848,18250
16,34.334110260009766,879,19129
17,33.97567367553711,922,20051
18,33.91318893432617,934,20985
19,35.9434814453125,922,21907
20,37.765079498291016,916,22823
21,38.478450775146484,922,23745
22,41.5222282409668,959,24704
23,39.173744201660156,907,25611
24,39.259918212890625,887,26498
